ean;id_offer;condition;price;currency;quantity;handling_time;delivery_time_min;delivery_time_max
4015752494164;S71022856;100;1749.98;CZK;10;2;3;8
3700092608937;S71022518;100;7823.06;CZK;25;2;3;8
5715443912098;S71022576;100;753.08;CZK;10;2;3;8
4899888817468;S8907030;100;1442.84;CZK;50;2;3;8
8001011282999;S71022378;100;1044.4;CZK;8;2;3;8
4000885582215;S71022734;100;2767.43;CZK;5;2;3;8
4899888817543;S8907052;100;1676.85;CZK;50;2;3;8
4053423257274;S71020337;100;2961.9;CZK;25;2;3;8
8436603198134;S64194180;100;1506.09;CZK;2;2;3;8
8445484567915;S2460294;100;588.64;CZK;10;2;3;8
8445402691883;S9919401;100;6212.29;CZK;5;2;3;8
8445402691975;S9919397;100;5509.88;CZK;10;2;3;8
8033280490140;S7930359;100;2255.54;CZK;9;2;3;8
0887791196767;S64149700;100;617.1;CZK;10;2;3;8
4899888815440;S2240436;100;1540.48;CZK;50;2;3;8
5715571507036;S71022192;100;1724.28;CZK;10;2;3;8
8413887342347;S7928673;100;365.7;CZK;18;2;3;8
8412842631618;S8906991;100;971.27;CZK;50;2;3;8
8412842543041;S8907040;100;2107.7;CZK;50;2;3;8
3700092678510;S71021184;100;8430.6;CZK;8;2;3;8
8445484567922;S2460295;100;588.64;CZK;9;2;3;8
8436548248635;S9919193;100;1668.94;CZK;10;2;3;8
